FlightID,Airline,FlightNumber,Origin,Destination,ScheduledDeparture,ActualDeparture,ScheduledArrival,ActualArrival,DelayMinutes,DelayReason,Cancelled,Diverted,AircraftType,TailNumber,Distance
1712204,Delta,1153,ATL,SFO,2024-09-01 11:28,2024-09-01 11:28,2024-09-01 14:28,2024-09-01 14:49,21,Air Traffic Control,False,True,Boeing 777,N45533,484
624669,Delta,3944,ATL,SFO,2024-09-01 01:08,2024-09-01 01:22,2024-09-01 04:08,2024-09-01 04:37,29,Maintenance,True,False,Boeing 737,N98043,2387
249884,Delta,2424,DFW,BOS,2024-09-01 18:16,2024-09-01 18:26,2024-09-01 21:16,2024-09-01 21:37,21,Maintenance,True,False,Boeing 737,N48664,484
347897,Delta,3936,ORD,JFK,2024-09-01 12:43,2024-09-01 12:50,2024-09-01 16:43,2024-09-01 17:04,21,Air Traffic Control,False,True,Boeing 737,N19416,347
1141133,Delta,5214,DFW,MIA,2024-09-01 13:03,2024-09-01 13:15,2024-09-01 15:03,2024-09-01 14:54,-9,,True,True,Airbus A320,N20666,281
52981,Delta,977,DFW,SFO,2024-09-01 19:58,2024-09-01 20:18,2024-09-01 20:58,2024-09-01 20:57,-1,,False,False,Airbus A320,N60702,1176
756029,Delta,756,LAX,SEA,2024-09-01 09:34,2024-09-01 09:38,2024-09-01 14:34,2024-09-01 14:27,-7,,True,False,Boeing 777,N68486,696
589698,Delta,5710,JFK,MIA,2024-09-01 02:25,2024-09-01 02:37,2024-09-01 06:25,2024-09-01 06:44,19,Maintenance,False,True,Airbus A320,N83246,2556
105368,Delta,6590,LAX,MIA,2024-09-01 05:21,2024-09-01 05:38,2024-09-01 06:21,2024-09-01 06:46,25,Weather,False,True,Boeing 737,N32034,624
431896,Delta,2064,ORD,SFO,2024-09-01 08:32,2024-09-01 08:32,2024-09-01 09:32,2024-09-01 09:23,-9,,True,True,Airbus A320,N40175,1596
1079218,Delta,4539,ORD,SEA,2024-09-01 02:22,2024-09-01 02:35,2024-09-01 04:22,2024-09-01 04:19,-3,,False,False,Boeing 737,N56458,1845
393431,Delta,1605,JFK,SEA,2024-09-01 14:16,2024-09-01 14:19,2024-09-01 15:16,2024-09-01 15:23,7,Air Traffic Control,False,False,Boeing 777,N33778,977
857045,Delta,7489,LAX,SFO,2024-09-01 09:38,2024-09-01 09:50,2024-09-01 13:38,2024-09-01 14:02,24,Maintenance,True,False,Airbus A320,N59225,1992
1289266,Delta,2609,ORD,JFK,2024-09-01 19:15,2024-09-01 19:40,2024-09-01 21:15,2024-09-01 21:41,26,Maintenance,False,True,Boeing 737,N88146,467
755178,Delta,7464,JFK,MIA,2024-09-01 13:31,2024-09-01 13:35,2024-09-01 16:31,2024-09-01 16:34,3,Maintenance,False,False,Boeing 777,N39626,2385
667095,Delta,5866,ORD,SEA,2024-09-01 11:05,2024-09-01 11:32,2024-09-01 17:05,2024-09-01 17:30,25,Maintenance,True,False,Boeing 777,N64867,1615
304803,Delta,5149,ATL,MIA,2024-09-01 01:44,2024-09-01 02:06,2024-09-01 02:44,2024-09-01 02:50,6,Maintenance,False,True,Boeing 777,N77737,1056
1564566,Delta,4419,ATL,SEA,2024-09-01 12:12,2024-09-01 12:26,2024-09-01 16:12,2024-09-01 16:21,9,Maintenance,True,False,Boeing 737,N95745,1432
218040,Delta,6991,JFK,SFO,2024-09-01 19:24,2024-09-01 19:48,2024-09-01 21:24,2024-09-01 21:20,-4,,False,True,Airbus A320,N51341,1533
645450,Delta,6708,LAX,BOS,2024-09-01 09:48,2024-09-01 09:58,2024-09-01 13:48,2024-09-01 13:53,5,Weather,False,True,Boeing 777,N35972,520
614982,Delta,5221,LAX,BOS,2024-09-01 17:47,2024-09-01 18:05,2024-09-01 21:47,2024-09-01 21:39,-8,,True,False,Airbus A320,N69647,1467
1086113,Delta,7776,ORD,BOS,2024-09-01 03:57,2024-09-01 04:06,2024-09-01 06:57,2024-09-01 06:50,-7,,True,False,Airbus A320,N84615,1514
1046226,Delta,9453,LAX,SFO,2024-09-01 16:45,2024-09-01 16:47,2024-09-01 19:45,2024-09-01 19:48,3,Air Traffic Control,True,True,Airbus A320,N45457,1040
200655,Delta,500,ATL,SFO,2024-09-01 21:16,2024-09-01 21:41,2024-09-02 00:16,2024-09-02 00:13,-3,,False,True,Boeing 777,N55655,2187
1289170,Delta,7038,ORD,BOS,2024-09-01 07:09,2024-09-01 07:28,2024-09-01 09:09,2024-09-01 08:59,-10,,True,False,Airbus A320,N43625,2662
804492,Delta,9692,ORD,SFO,2024-09-01 08:26,2024-09-01 08:29,2024-09-01 13:26,2024-09-01 13:45,19,Air Traffic Control,False,True,Boeing 737,N45258,641
1632396,Delta,8356,JFK,JFK,2024-09-01 12:58,2024-09-01 13:00,2024-09-01 14:58,2024-09-01 15:28,30,Weather,True,True,Airbus A320,N81031,825
1601613,Delta,7553,ORD,BOS,2024-09-01 19:11,2024-09-01 19:29,2024-09-01 22:11,2024-09-01 22:19,8,Maintenance,True,True,Airbus A320,N75321,2464
547851,Delta,7951,DFW,BOS,2024-09-01 20:54,2024-09-01 21:22,2024-09-01 22:54,2024-09-01 22:47,-7,,False,False,Boeing 737,N75258,2583
950043,Delta,5877,DFW,BOS,2024-09-01 14:18,2024-09-01 14:42,2024-09-01 19:18,2024-09-01 19:15,-3,,False,False,Airbus A320,N22794,1461
1079763,Delta,8387,DFW,MIA,2024-09-01 17:06,2024-09-01 17:20,2024-09-01 22:06,2024-09-01 22:06,0,,True,False,Boeing 737,N24140,997
525325,Delta,7410,JFK,JFK,2024-09-01 06:14,2024-09-01 06:25,2024-09-01 10:14,2024-09-01 10:12,-2,,True,True,Boeing 777,N54188,1857
448432,Delta,8545,JFK,BOS,2024-09-01 05:07,2024-09-01 05:14,2024-09-01 11:07,2024-09-01 11:23,16,Air Traffic Control,False,False,Boeing 737,N85860,708
1103145,Delta,907,JFK,JFK,2024-09-01 22:30,2024-09-01 22:35,2024-09-01 23:30,2024-09-01 23:29,-1,,False,False,Boeing 737,N23669,2622
1504355,Delta,8867,ORD,MIA,2024-09-01 00:28,2024-09-01 00:38,2024-09-01 02:28,2024-09-01 02:20,-8,,False,False,Airbus A320,N10200,1833
306438,Delta,6568,ATL,BOS,2024-09-01 21:49,2024-09-01 22:12,2024-09-02 00:49,2024-09-02 00:56,7,Weather,False,True,Boeing 777,N25909,890
1017913,Delta,4736,ATL,BOS,2024-09-01 04:35,2024-09-01 04:51,2024-09-01 06:35,2024-09-01 06:49,14,Air Traffic Control,True,False,Boeing 777,N83797,223
296152,Delta,4379,JFK,MIA,2024-09-01 07:52,2024-09-01 07:52,2024-09-01 11:52,2024-09-01 12:17,25,Air Traffic Control,False,True,Boeing 777,N44760,571
1476336,Delta,715,JFK,MIA,2024-09-01 23:29,2024-09-01 23:30,2024-09-02 05:29,2024-09-02 05:42,13,Maintenance,False,True,Boeing 737,N41054,589
1574378,Delta,5542,DFW,SFO,2024-09-01 15:26,2024-09-01 15:35,2024-09-01 19:26,2024-09-01 19:36,10,Weather,False,False,Boeing 737,N49121,2839
202175,Delta,7848,JFK,BOS,2024-09-01 11:51,2024-09-01 12:15,2024-09-01 13:51,2024-09-01 14:13,22,Weather,False,False,Boeing 777,N17655,379
1005609,Delta,1933,JFK,SFO,2024-09-01 07:52,2024-09-01 08:14,2024-09-01 09:52,2024-09-01 09:58,6,Maintenance,False,True,Boeing 777,N36634,512
1427205,Delta,6793,LAX,SFO,2024-09-01 07:08,2024-09-01 07:17,2024-09-01 12:08,2024-09-01 12:11,3,Maintenance,True,True,Boeing 737,N99501,716
378746,Delta,9722,ORD,JFK,2024-09-01 21:59,2024-09-01 22:20,2024-09-02 02:59,2024-09-02 03:17,18,Weather,False,True,Boeing 777,N72783,149
1597726,Delta,9941,LAX,JFK,2024-09-01 13:16,2024-09-01 13:25,2024-09-01 14:16,2024-09-01 14:45,29,Weather,True,True,Airbus A320,N32639,2124
1601596,Delta,4890,LAX,MIA,2024-09-01 18:31,2024-09-01 18:56,2024-09-01 21:31,2024-09-01 21:23,-8,,True,False,Boeing 737,N68616,504
602388,Delta,4880,ATL,JFK,2024-09-01 06:41,2024-09-01 07:11,2024-09-01 07:41,2024-09-01 08:05,24,Weather,True,True,Airbus A320,N10559,1009
226957,Delta,1315,LAX,SFO,2024-09-01 01:08,2024-09-01 01:20,2024-09-01 06:08,2024-09-01 06:20,12,Maintenance,True,False,Boeing 737,N43271,1894
164700,Delta,9662,LAX,JFK,2024-09-01 23:13,2024-09-01 23:32,2024-09-02 01:13,2024-09-02 01:03,-10,,False,True,Boeing 777,N41953,1637
949071,Delta,4657,ATL,BOS,2024-09-01 15:39,2024-09-01 15:46,2024-09-01 19:39,2024-09-01 19:40,1,Air Traffic Control,True,True,Airbus A320,N55170,1129
410437,Delta,3551,JFK,BOS,2024-09-01 04:45,2024-09-01 05:11,2024-09-01 10:45,2024-09-01 10:42,-3,,False,False,Boeing 777,N13476,209
357859,Delta,1391,JFK,BOS,2024-09-01 14:15,2024-09-01 14:24,2024-09-01 15:15,2024-09-01 15:36,21,Air Traffic Control,False,False,Airbus A320,N69783,2419
963079,Delta,8347,ATL,BOS,2024-09-01 23:15,2024-09-01 23:36,2024-09-02 03:15,2024-09-02 03:21,6,Maintenance,True,False,Boeing 737,N11751,402
285193,Delta,730,DFW,BOS,2024-09-01 20:41,2024-09-01 20:47,2024-09-02 01:41,2024-09-02 02:07,26,Air Traffic Control,True,False,Boeing 737,N78125,2077
1367492,Delta,1667,ORD,SFO,2024-09-01 19:30,2024-09-01 19:37,2024-09-01 22:30,2024-09-01 22:59,29,Maintenance,True,False,Boeing 777,N77649,994
619910,Delta,2984,DFW,MIA,2024-09-01 10:13,2024-09-01 10:34,2024-09-01 12:13,2024-09-01 12:38,25,Maintenance,True,False,Boeing 777,N24645,1922
1397255,Delta,737,JFK,SFO,2024-09-01 22:41,2024-09-01 22:49,2024-09-02 04:41,2024-09-02 04:48,7,Air Traffic Control,True,False,Boeing 737,N73832,670
949104,Delta,2426,DFW,SEA,2024-09-01 23:57,2024-09-02 00:20,2024-09-02 05:57,2024-09-02 06:07,10,Maintenance,True,True,Airbus A320,N14712,2746
249190,Delta,4164,ATL,BOS,2024-09-01 07:01,2024-09-01 07:24,2024-09-01 13:01,2024-09-01 13:16,15,Weather,True,True,Boeing 737,N46318,535
540004,Delta,7549,LAX,MIA,2024-09-01 03:10,2024-09-01 03:30,2024-09-01 05:10,2024-09-01 05:10,0,,True,True,Boeing 737,N69889,2653
1003927,Delta,3517,ORD,SEA,2024-09-01 01:54,2024-09-01 02:15,2024-09-01 02:54,2024-09-01 03:24,30,Weather,False,True,Boeing 737,N61771,260
718737,Delta,9903,ORD,BOS,2024-09-01 09:56,2024-09-01 10:20,2024-09-01 15:56,2024-09-01 16:23,27,Weather,False,True,Airbus A320,N78019,1552
412239,Delta,225,LAX,JFK,2024-09-01 10:41,2024-09-01 11:04,2024-09-01 11:41,2024-09-01 12:04,23,Air Traffic Control,True,False,Boeing 737,N75544,303
378855,Delta,7766,JFK,JFK,2024-09-01 20:51,2024-09-01 21:14,2024-09-02 02:51,2024-09-02 02:49,-2,,True,False,Boeing 737,N49705,717
839922,Delta,6544,LAX,SFO,2024-09-01 23:29,2024-09-01 23:33,2024-09-02 03:29,2024-09-02 03:35,6,Maintenance,False,True,Boeing 777,N93533,1459
572779,Delta,7321,DFW,SFO,2024-09-01 03:42,2024-09-01 03:42,2024-09-01 09:42,2024-09-01 10:10,28,Maintenance,True,True,Boeing 737,N61499,2957
1032417,Delta,8598,JFK,MIA,2024-09-01 09:33,2024-09-01 09:33,2024-09-01 15:33,2024-09-01 15:27,-6,,False,True,Boeing 777,N83129,984
1294329,Delta,3666,LAX,SEA,2024-09-01 09:30,2024-09-01 09:57,2024-09-01 10:30,2024-09-01 10:52,22,Air Traffic Control,True,False,Boeing 737,N43849,648
851767,Delta,894,ATL,BOS,2024-09-01 04:50,2024-09-01 04:50,2024-09-01 05:50,2024-09-01 06:04,14,Weather,False,False,Boeing 777,N53753,2853
707775,Delta,9921,ATL,BOS,2024-09-01 01:44,2024-09-01 02:01,2024-09-01 06:44,2024-09-01 07:06,22,Air Traffic Control,False,False,Boeing 737,N95863,2610
1525586,Delta,3196,ORD,JFK,2024-09-01 09:20,2024-09-01 09:50,2024-09-01 13:20,2024-09-01 13:33,13,Weather,False,True,Airbus A320,N94149,2476
588503,Delta,5904,JFK,SEA,2024-09-01 06:27,2024-09-01 06:37,2024-09-01 10:27,2024-09-01 10:57,30,Weather,True,True,Boeing 737,N87616,558
1262444,Delta,2553,JFK,MIA,2024-09-01 03:52,2024-09-01 04:13,2024-09-01 05:52,2024-09-01 06:18,26,Air Traffic Control,False,False,Airbus A320,N98019,862
223198,Delta,2758,ORD,SFO,2024-09-01 22:44,2024-09-01 22:59,2024-09-02 04:44,2024-09-02 04:37,-7,,False,True,Boeing 737,N77514,337
1492521,Delta,9417,JFK,SEA,2024-09-01 17:32,2024-09-01 17:35,2024-09-01 21:32,2024-09-01 21:35,3,Maintenance,True,True,Boeing 777,N32014,2471
1544326,Delta,8571,LAX,BOS,2024-09-01 16:30,2024-09-01 16:31,2024-09-01 20:30,2024-09-01 20:45,15,Maintenance,False,True,Airbus A320,N15075,2915
571508,Delta,225,JFK,SEA,2024-09-01 03:55,2024-09-01 04:16,2024-09-01 06:55,2024-09-01 06:52,-3,,True,False,Airbus A320,N90011,128
877601,Delta,9663,LAX,BOS,2024-09-01 12:38,2024-09-01 12:49,2024-09-01 15:38,2024-09-01 15:28,-10,,False,True,Airbus A320,N95488,298
719024,Delta,8983,JFK,SFO,2024-09-01 10:02,2024-09-01 10:29,2024-09-01 12:02,2024-09-01 12:26,24,Air Traffic Control,True,True,Boeing 737,N21131,2062
1448173,Delta,1608,ORD,SEA,2024-09-01 13:01,2024-09-01 13:24,2024-09-01 18:01,2024-09-01 18:02,1,Maintenance,True,False,Airbus A320,N81510,144
501195,Delta,9449,DFW,SFO,2024-09-01 00:49,2024-09-01 01:01,2024-09-01 02:49,2024-09-01 02:55,6,Weather,False,False,Boeing 737,N80735,1930
1431087,Delta,3061,DFW,SEA,2024-09-01 20:42,2024-09-01 20:51,2024-09-02 01:42,2024-09-02 01:45,3,Air Traffic Control,False,False,Airbus A320,N45638,2708
241105,Delta,460,JFK,JFK,2024-09-01 03:07,2024-09-01 03:27,2024-09-01 04:07,2024-09-01 04:12,5,Maintenance,False,True,Boeing 737,N34894,437
1347397,Delta,798,DFW,SEA,2024-09-01 10:02,2024-09-01 10:14,2024-09-01 16:02,2024-09-01 16:27,25,Maintenance,False,False,Boeing 737,N37583,2052
1099893,Delta,1027,ATL,SFO,2024-09-01 18:12,2024-09-01 18:33,2024-09-01 19:12,2024-09-01 19:02,-10,,False,False,Boeing 777,N92369,1139
941133,Delta,210,DFW,BOS,2024-09-01 06:52,2024-09-01 07:20,2024-09-01 08:52,2024-09-01 08:55,3,Maintenance,True,False,Boeing 777,N80294,1780
903225,Delta,6017,DFW,MIA,2024-09-01 11:42,2024-09-01 12:08,2024-09-01 16:42,2024-09-01 16:55,13,Air Traffic Control,True,False,Airbus A320,N64581,260
1034210,Delta,757,JFK,MIA,2024-09-01 01:07,2024-09-01 01:07,2024-09-01 05:07,2024-09-01 05:34,27,Weather,False,True,Boeing 777,N63783,1013
1625192,Delta,1958,JFK,SFO,2024-09-01 13:13,2024-09-01 13:35,2024-09-01 14:13,2024-09-01 14:18,5,Air Traffic Control,True,False,Boeing 777,N73220,1786
901487,Delta,2533,JFK,SEA,2024-09-01 21:32,2024-09-01 21:50,2024-09-02 00:32,2024-09-02 00:40,8,Weather,True,True,Boeing 737,N58062,2233
771868,Delta,5446,LAX,JFK,2024-09-01 00:59,2024-09-01 00:59,2024-09-01 02:59,2024-09-01 03:01,2,Air Traffic Control,False,False,Boeing 737,N41439,2925
30116,Delta,7240,JFK,MIA,2024-09-01 21:07,2024-09-01 21:37,2024-09-02 02:07,2024-09-02 02:06,-1,,True,True,Boeing 737,N56036,1128
631962,Delta,8413,JFK,BOS,2024-09-01 14:47,2024-09-01 14:59,2024-09-01 16:47,2024-09-01 17:13,26,Air Traffic Control,True,False,Airbus A320,N77741,260
1181654,Delta,623,ORD,SFO,2024-09-01 19:43,2024-09-01 19:52,2024-09-01 20:43,2024-09-01 20:50,7,Maintenance,False,False,Boeing 777,N83086,2161
1557818,Delta,8180,LAX,BOS,2024-09-01 19:39,2024-09-01 20:00,2024-09-01 22:39,2024-09-01 22:48,9,Weather,True,False,Boeing 777,N56790,646
118913,Delta,1670,DFW,JFK,2024-09-01 11:49,2024-09-01 12:05,2024-09-01 14:49,2024-09-01 15:18,29,Air Traffic Control,False,True,Boeing 737,N55621,1875
27965,Delta,9591,ATL,BOS,2024-09-01 13:43,2024-09-01 14:10,2024-09-01 17:43,2024-09-01 17:46,3,Weather,True,False,Boeing 737,N42834,805
185454,Delta,1213,ORD,SEA,2024-09-01 16:56,2024-09-01 17:26,2024-09-01 20:56,2024-09-01 21:21,25,Maintenance,False,True,Boeing 737,N52837,1561
1178149,Delta,8849,LAX,SEA,2024-09-01 14:55,2024-09-01 15:05,2024-09-01 20:55,2024-09-01 21:04,9,Maintenance,False,True,Airbus A320,N73821,2501
1128019,Delta,1118,DFW,BOS,2024-09-01 09:26,2024-09-01 09:56,2024-09-01 11:26,2024-09-01 11:42,16,Weather,True,False,Boeing 737,N40030,2153
1643618,Delta,2049,LAX,MIA,2024-09-01 23:19,2024-09-01 23:21,2024-09-02 00:19,2024-09-02 00:45,26,Maintenance,False,True,Boeing 777,N83709,1047
715572,Delta,1177,ATL,SEA,2024-09-01 05:48,2024-09-01 06:15,2024-09-01 11:48,2024-09-01 11:40,-8,,False,False,Boeing 737,N89699,1662
349286,Delta,9638,JFK,BOS,2024-09-01 05:51,2024-09-01 06:07,2024-09-01 07:51,2024-09-01 08:07,16,Maintenance,False,True,Boeing 737,N34086,914
1635329,Delta,7276,JFK,SEA,2024-09-01 23:28,2024-09-01 23:38,2024-09-02 03:28,2024-09-02 03:28,0,,True,False,Airbus A320,N77670,593
702694,Delta,5378,ORD,SFO,2024-09-01 08:35,2024-09-01 09:05,2024-09-01 11:35,2024-09-01 11:32,-3,,True,False,Airbus A320,N22259,2932
854379,Delta,8989,ATL,SFO,2024-09-01 05:52,2024-09-01 06:19,2024-09-01 09:52,2024-09-01 10:13,21,Maintenance,True,False,Boeing 737,N89138,892
1416166,Delta,8852,LAX,JFK,2024-09-01 00:27,2024-09-01 00:52,2024-09-01 05:27,2024-09-01 05:20,-7,,False,True,Airbus A320,N13613,2959
83150,Delta,9650,ORD,MIA,2024-09-01 16:50,2024-09-01 17:02,2024-09-01 20:50,2024-09-01 20:55,5,Maintenance,False,False,Airbus A320,N15633,1622
464154,Delta,7789,ORD,SEA,2024-09-01 03:37,2024-09-01 03:52,2024-09-01 05:37,2024-09-01 05:36,-1,,False,True,Boeing 737,N22704,2666
976872,Delta,9418,ATL,MIA,2024-09-01 15:40,2024-09-01 15:47,2024-09-01 21:40,2024-09-01 21:57,17,Air Traffic Control,True,False,Boeing 737,N81607,2020
1201189,Delta,1354,JFK,JFK,2024-09-01 19:54,2024-09-01 20:02,2024-09-02 00:54,2024-09-02 01:15,21,Air Traffic Control,True,False,Boeing 737,N37335,789
892239,Delta,8209,DFW,JFK,2024-09-01 20:32,2024-09-01 21:02,2024-09-02 00:32,2024-09-02 00:51,19,Weather,False,True,Airbus A320,N50297,2950
1610471,Delta,9153,LAX,BOS,2024-09-01 06:18,2024-09-01 06:34,2024-09-01 07:18,2024-09-01 07:19,1,Maintenance,False,True,Boeing 737,N96428,1330
187286,Delta,9545,JFK,SEA,2024-09-01 03:44,2024-09-01 03:45,2024-09-01 06:44,2024-09-01 06:44,0,,True,False,Boeing 737,N75760,2251
1330102,Delta,8978,LAX,BOS,2024-09-01 20:40,2024-09-01 20:56,2024-09-01 21:40,2024-09-01 21:48,8,Air Traffic Control,False,True,Boeing 737,N12220,2790
1425811,Delta,7292,ATL,SEA,2024-09-01 13:38,2024-09-01 13:56,2024-09-01 19:38,2024-09-01 19:42,4,Air Traffic Control,True,False,Airbus A320,N37249,2225
1059077,Delta,3552,ORD,SFO,2024-09-01 20:39,2024-09-01 21:01,2024-09-02 02:39,2024-09-02 02:35,-4,,False,False,Airbus A320,N28032,2389
192493,Delta,9089,DFW,BOS,2024-09-01 13:38,2024-09-01 14:02,2024-09-01 16:38,2024-09-01 16:50,12,Maintenance,True,True,Boeing 777,N87524,591
140778,Delta,5142,ORD,BOS,2024-09-01 02:36,2024-09-01 03:01,2024-09-01 07:36,2024-09-01 07:28,-8,,False,False,Boeing 737,N78778,1595
1418777,Delta,2782,ORD,BOS,2024-09-01 12:38,2024-09-01 12:38,2024-09-01 15:38,2024-09-01 15:30,-8,,True,True,Boeing 737,N63676,1219
1289034,Delta,4759,DFW,JFK,2024-09-01 22:11,2024-09-01 22:40,2024-09-01 23:11,2024-09-01 23:29,18,Air Traffic Control,False,False,Airbus A320,N51756,2189
223289,Delta,4033,ORD,BOS,2024-09-01 09:26,2024-09-01 09:37,2024-09-01 15:26,2024-09-01 15:18,-8,,True,False,Boeing 737,N73502,2164
806264,Delta,374,LAX,JFK,2024-09-01 22:30,2024-09-01 22:59,2024-09-02 04:30,2024-09-02 04:25,-5,,True,False,Airbus A320,N68330,1939
1696781,Delta,2475,JFK,SEA,2024-09-01 22:39,2024-09-01 23:04,2024-09-02 02:39,2024-09-02 03:08,29,Maintenance,False,False,Airbus A320,N79769,2097
1240130,Delta,4347,ATL,JFK,2024-09-01 02:29,2024-09-01 02:40,2024-09-01 07:29,2024-09-01 07:47,18,Maintenance,False,True,Airbus A320,N15026,2585
1139225,Delta,4918,LAX,BOS,2024-09-01 09:04,2024-09-01 09:19,2024-09-01 12:04,2024-09-01 12:04,0,,True,True,Airbus A320,N90268,1384
452500,Delta,2787,DFW,SEA,2024-09-01 08:47,2024-09-01 09:13,2024-09-01 11:47,2024-09-01 11:55,8,Air Traffic Control,True,True,Boeing 737,N53651,492
1340688,Delta,4778,ATL,JFK,2024-09-01 04:59,2024-09-01 05:07,2024-09-01 09:59,2024-09-01 10:12,13,Weather,False,True,Boeing 777,N35068,1477
185691,Delta,2701,ORD,JFK,2024-09-01 17:11,2024-09-01 17:30,2024-09-01 23:11,2024-09-01 23:05,-6,,False,True,Boeing 737,N89871,2938
130783,Delta,2863,ORD,MIA,2024-09-01 12:54,2024-09-01 13:15,2024-09-01 13:54,2024-09-01 14:14,20,Maintenance,True,True,Airbus A320,N30086,2118
1454343,Delta,7013,ATL,SEA,2024-09-01 00:48,2024-09-01 01:07,2024-09-01 02:48,2024-09-01 02:42,-6,,False,True,Airbus A320,N89239,1181
192124,Delta,1307,JFK,BOS,2024-09-01 14:27,2024-09-01 14:52,2024-09-01 18:27,2024-09-01 18:24,-3,,True,True,Airbus A320,N50783,1977
1232933,Delta,4316,ORD,SEA,2024-09-01 04:34,2024-09-01 05:02,2024-09-01 10:34,2024-09-01 10:44,10,Air Traffic Control,False,True,Boeing 777,N44356,2072
908105,Delta,176,LAX,JFK,2024-09-01 17:14,2024-09-01 17:17,2024-09-01 19:14,2024-09-01 19:42,28,Maintenance,False,True,Boeing 737,N28536,2342
127106,Delta,8788,ATL,MIA,2024-09-01 10:24,2024-09-01 10:44,2024-09-01 11:24,2024-09-01 11:33,9,Maintenance,True,False,Boeing 737,N65094,1693
741488,Delta,7630,JFK,SEA,2024-09-01 00:18,2024-09-01 00:19,2024-09-01 02:18,2024-09-01 02:38,20,Air Traffic Control,False,True,Airbus A320,N70443,1826
1148770,Delta,4118,LAX,SFO,2024-09-01 23:33,2024-09-01 23:40,2024-09-02 05:33,2024-09-02 05:39,6,Air Traffic Control,False,True,Boeing 737,N64550,838
373941,Delta,9059,LAX,SEA,2024-09-01 11:45,2024-09-01 12:03,2024-09-01 15:45,2024-09-01 15:35,-10,,True,False,Airbus A320,N32026,642
1409684,Delta,4099,ORD,MIA,2024-09-01 08:08,2024-09-01 08:22,2024-09-01 13:08,2024-09-01 13:25,17,Air Traffic Control,False,False,Boeing 737,N52680,1984
1700794,Delta,210,LAX,JFK,2024-09-01 05:17,2024-09-01 05:40,2024-09-01 07:17,2024-09-01 07:37,20,Weather,True,True,Airbus A320,N27617,2799
573445,Delta,4850,DFW,SEA,2024-09-01 14:47,2024-09-01 14:52,2024-09-01 16:47,2024-09-01 16:53,6,Air Traffic Control,True,True,Boeing 777,N58945,710
685658,Delta,5172,DFW,JFK,2024-09-01 08:04,2024-09-01 08:27,2024-09-01 13:04,2024-09-01 13:14,10,Maintenance,True,False,Airbus A320,N68721,2188
659550,Delta,5658,ATL,JFK,2024-09-01 14:22,2024-09-01 14:44,2024-09-01 19:22,2024-09-01 19:51,29,Maintenance,True,False,Boeing 737,N50494,2641
1745438,Delta,4788,ATL,BOS,2024-09-01 04:04,2024-09-01 04:05,2024-09-01 07:04,2024-09-01 07:14,10,Maintenance,True,True,Airbus A320,N53563,1115
1579642,Delta,3665,DFW,MIA,2024-09-01 14:22,2024-09-01 14:50,2024-09-01 18:22,2024-09-01 18:50,28,Maintenance,True,True,Airbus A320,N88128,2432
711484,Delta,3832,DFW,SEA,2024-09-01 13:28,2024-09-01 13:37,2024-09-01 14:28,2024-09-01 14:46,18,Weather,False,True,Airbus A320,N23621,1989
1377540,Delta,6842,LAX,BOS,2024-09-01 06:34,2024-09-01 06:40,2024-09-01 08:34,2024-09-01 08:44,10,Air Traffic Control,True,False,Boeing 737,N74384,931
1390760,Delta,6914,DFW,SFO,2024-09-01 08:43,2024-09-01 09:01,2024-09-01 10:43,2024-09-01 10:44,1,Air Traffic Control,False,True,Airbus A320,N44482,369
549748,Delta,1475,LAX,JFK,2024-09-01 03:42,2024-09-01 04:00,2024-09-01 07:42,2024-09-01 07:34,-8,,True,True,Airbus A320,N20746,1627
1665590,Delta,5716,DFW,JFK,2024-09-01 18:41,2024-09-01 18:57,2024-09-01 20:41,2024-09-01 20:38,-3,,True,False,Boeing 777,N55570,433
1082740,Delta,1463,ATL,MIA,2024-09-01 17:23,2024-09-01 17:30,2024-09-01 19:23,2024-09-01 19:34,11,Maintenance,True,False,Boeing 777,N32076,1188
453012,Delta,6060,ATL,BOS,2024-09-01 11:11,2024-09-01 11:18,2024-09-01 16:11,2024-09-01 16:15,4,Maintenance,True,True,Airbus A320,N78246,1048
21408,Delta,6063,ATL,MIA,2024-09-01 12:41,2024-09-01 12:45,2024-09-01 16:41,2024-09-01 17:06,25,Maintenance,False,True,Airbus A320,N24835,2075
1647207,Delta,9596,LAX,JFK,2024-09-01 04:20,2024-09-01 04:44,2024-09-01 07:20,2024-09-01 07:24,4,Maintenance,False,True,Airbus A320,N33108,1249
479080,Delta,7350,LAX,SEA,2024-09-01 07:36,2024-09-01 07:53,2024-09-01 09:36,2024-09-01 09:31,-5,,True,False,Boeing 737,N15628,1218
1631205,Delta,9272,ATL,MIA,2024-09-01 10:22,2024-09-01 10:46,2024-09-01 16:22,2024-09-01 16:16,-6,,True,True,Boeing 737,N97951,1460
1615000,Delta,2205,DFW,SEA,2024-09-01 01:22,2024-09-01 01:30,2024-09-01 06:22,2024-09-01 06:32,10,Air Traffic Control,False,False,Boeing 737,N54207,773
1496522,Delta,4304,DFW,JFK,2024-09-01 11:24,2024-09-01 11:35,2024-09-01 17:24,2024-09-01 17:20,-4,,True,True,Boeing 737,N53380,888
986442,Delta,295,JFK,SFO,2024-09-01 15:29,2024-09-01 15:37,2024-09-01 16:29,2024-09-01 16:58,29,Weather,True,True,Airbus A320,N60326,371
